Reading List ID,Google Books ID,Apple Books ID,ISBN-13,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
81A97F7E-000E-43DF-85B1-14D06783A26E,UBnRzwEACAAJ,,9781805331155,The World of Yesterday,Memoirs of a European,"Zweig, Stefan; Bell, Anthea",480,,"Pushkin Press, Limited","Austrian writer Stefan Zweig's final work, posted to his publisher the day before his tragic death, brings the destruction of a war-torn Europe vividly to life. Written as both a recollection of the past and a warning for future generations, The World of Yesterday recalls the golden age of literary Vienna; its seeming permanence, its promise, and its devastating fall. A truthful and passionate account of the horror that tore apart European culture, The World of Yesterday gives us insight into the history of a world brutally destroyed, written by a master at the height of his genius.",Biography & Autobiography; Personal Memoirs,en,2024-11-03,,2024-11-18,,,,,,
DBA18CB4-3E8A-4359-8B7C-4F268D99A79D,uTtZAAAAMAAJ,,9780674169852,The Control Revolution,Technological and Economic Origins of the Information Society,"Beniger, James R.",493,,Harvard University Press,"Why do we find ourselves living in an Information Society? How did the collection, processing, and communication of information come to play an increasingly important role in advanced industrial countries relative to the roles of matter and energy? And why is this change recent—or is it?

James Beniger traces the origin of the Information Society to major economic and business crises of the past century. In the United States, applications of steam power in the early 1800s brought a dramatic rise in the speed, volume, and complexity of industrial processes, making them difficult to control. Scores of problems arose: fatal train wrecks, misplacement of freight cars for months at a time, loss of shipments, inability to maintain high rates of inventory turnover. Inevitably the Industrial Revolution, with its ballooning use of energy to drive material processes, required a corresponding growth in the exploitation of information: the Control Revolution.

Between the 1840s and the 1920s came most of the important information-processing and communication technologies still in use today: telegraphy, modern bureaucracy, rotary power printing, the postage stamp, paper money, typewriter, telephone, punch-card processing, motion pictures, radio, and television. Beniger shows that more recent developments in microprocessors, computers, and telecommunications are only a smooth continuation of this Control Revolution. Along the way he touches on many fascinating topics: why breakfast was invented, how trademarks came to be worth more than the companies that own them, why some employees wear uniforms, and whether time zones will always be necessary.

The book is impressive not only for the breadth of its scholarship but also for the subtlety and force of its argument. It will be welcomed by sociologists, economists, historians of science and technology, and all curious in general.",Business & Economics; Computers; Economics; History; Science; Social Aspects; Social Science; Sociology,en,2024-11-19,,2024-11-27,,,,,,
C7B0F556-70E6-4113-911D-FE5971CE2AC2,29ThEAAAQBAJ,,9780593714058,Crypto Confidential,Winning and Losing Millions in the New Frontier of Finance,"Eliason, Nathaniel",304,,Penguin,"THE WILD INSIDE STORY OF CRYPTO'S GET-RICH-QUICK UNDERBELLY

Nat Eliason had six months to make as much money as possible before his first child was born. So, he turned to where countless others did in 2021: Crypto.

Within a year, he'd made millions writing code holding hundreds of millions of dollars of other people's money. He'd been hacked. He'd sold a picture of a monkey for two hundred grand. He'd become an influencer, speaking at conferences, and writing a weekly newsletter to tens of thousands of fans. Best of all, Nat had amassed a small fortune. But how much of this money was even real? And how many times can someone double down before they eventually lose everything?

Crypto Confidential is Nat's unfiltered, insider's account of the hyperactive, hyper-speculative, hyper-addictive, nearly unregulated, completely insane world being built on the blockchain. A behind-the-scenes exposé of the bull runs and breakdowns, revealing exactly how the crypto-sausage gets made. A story of getting rich, going broke, scamming and getting scammed— and how we can all be more educated participants during the inevitable next bull run.",Bitcoin & Cryptocurrencies; Blockchain; Business & Economics; Computers; Computers & Information Technology; Industries,en,2024-12-01,,2024-12-03,,,,,,
A0CF2E99-75EB-4A20-993B-B7168FE74785,yoZl0AEACAAJ,,9798989132621,The Genesis Book,The Story of the People and Projects That Inspired Bitcoin,"Wirdum, Aaron van",358,,Bitcoin Magazine Books,"Bitcoin did not appear out of nowhere. For decades prior to Satoshi Nakamoto's invention, a diverse group of computer scientists, privacy activists, and heterodox economists tried to create a digital form of money that could operate independently of government control. The Genesis Book tells the story of the people and projects that inspired the invention of the world's first successful peer-to-peer electronic cash system.",Bitcoin & Cryptocurrencies; Business & Economics; Economic History; Free Enterprise & Capitalism,en,2024-12-04,,2024-12-08,,,,,,
A91042A4-4D73-4FB6-A55E-DA7834F844D0,6FdazgEACAAJ,,9798721895609,The Blocksize War,The Battle Over who Controls Bitcoin's Protocol Rules,"Bier, Jonathan",227,,Independently Published,"This book covers Bitcoin's blocksize war, which was waged from August 2015 to November 2017. On the surface the battle was about the amount of data allowed in each Bitcoin block, however it exposed much deeper issues, such as who controls Bitcoin's protocol rules. It is not possible to cover every twist and turn in the labyrinthine conflict or all the arguments, but I have provided a chronology of the most significant events. This book explores some of the major characters in the conflict and includes coverage, from both the front lines and behind the scenes, during some of the most acute phases of the struggle. The account in this book includes discussions with the key players from both sides during the war, exploring their motivations, strategy and thought processes as the exhausting campaign progressed and developed.",Business & Economics; Finance,en,2024-12-09,,2024-12-15,,,,,,
EDA1881A-CB95-4289-8DD3-78CFD25331BE,NAxQn7LfUx0C,,9780307789747,Einstein's Dreams,,"Lightman, Alan",144,,Knopf Doubleday Publishing Group,"NATIONAL BESTSELLER • A modern classic explores the connections between science and art, the process of creativity, and ultimately the fragility of human existence.

“A magical, metaphysical realm ... Captivating, enchanting, delightful.” —The New York Times

Einstein’s Dreams is a fictional collage of stories dreamed by Albert Einstein in 1905, about time, relativity and physics. As the defiant but sensitive young genius is creating his theory of relativity, a new conception of time, he imagines many possible worlds. In one, time is circular, so that people are fated to repeat triumphs and failures over and over. In another, there is a place where time stands still, visited by lovers and parents clinging to their children. In another, time is a nightingale, sometimes trapped by a bell jar.

Now translated into thirty languages, Einstein’s Dreams has inspired playwrights, dancers, musicians, and painters all over the world. In poetic vignettes, it explores the connections between science and art, the process of creativity, and ultimately the fragility of human existence.",Fiction; Historical; Literary; Science Fiction; Time Travel,en,2024-12-15,,2024-12-17,,,,,,
13A4D4FD-8E7F-4B1D-9376-31F71EF14DFA,8nn8EAAAQBAJ,,9781839767296,Taking Back Control?,States and State Systems After Globalism,"Streeck, Wolfgang",416,,Verso Books,"Taking back control? States and state systems after globalization

The era of hyperglobalization once hailed as the 'end of history' was characterised by boundless capitalist expansion. The neoliberal revolution gave rise to a politics of scale aimed at the centralization and unification of states and state systems: the replacement of national with global governance or, in Europe, of the nation-state with a supranational superstate, the European Union.

The 'New World Order' proclaimed by the United States in the wake of the Soviet collapse proved to be ungovernable by democratic means. Instead, it was ruled through a combination of technocracy and mercatocracy, failing spectacularly to provide for political stability, social legitimacy and international peace. Marked by a series of economic and institutional crises, hyperglobalization gave rise to various kinds of political countermovements that rebelled against and ultimately stopped the upward transfer of state authority in its tracks.

This book analyses the ongoing tug-of-war between the forces of globalism and democracy, of centralization and decentralization, and unification and differentiation of states and state systems, and how they are tied to the advance of global capitalism and the prospects for its social and democratic regulation.

Exploring the possibility for states and the societies they govern to take back control over their collective fate, the book is an attempt at a renewed theory of the state in political economy. Inspired by the work of Karl Polanyi and John Maynard Keynes, it discusses the potential outlines of a state system allowing for democratic governance within and peaceful cooperation between sovereign nation-states.",Globalization; History & Theory; Political Economy; Political Science,en,2024-12-18,,2024-12-20,,,,,,
2EA634DE-504B-442B-ABEF-E30013AF380A,WwduQjFiB7kC,,9780226287027,"Plough, Sword, and Book",The Structure of Human History,"Gellner, Ernest",288,,University of Chicago Press,"""British philosopher/anthropologist Gellner offers a comprehensive theory of history: humans settle into agriculture, produce surpluses, and divide into complex subgroups. Communication becomes pressing. Written language emerges as a controlling super-reality, bringing a Platonic illusion of an eternal world. Gradually, facts take precedence over concepts and ""objective knowledge"" is born. This scheme takes us from the tribal society to the Royal Society, but Gellner has not met all the challenges. There are still those who think that real knowledge is offered only by theology, or Platonic mathematical and logical reality, or a society free of class tension. And Franz Borkenau urged in End and Beginning (LJ 1/11/81) that all knowable reality is powerfully shaped by language. Thought-provoking but not conclusive.""--Www.amazon (Nov. 8, 2010)",Anthropology; Historiography; History; Philosophy; Social Science; World,en,2024-12-23,,2024-12-26,,,,,,
9E024C18-3F6F-43EF-BA83-65E65CBD78E3,,,,Money,A Story Of Humanity ,"McWilliams, David",,,,,,,2024-12-27,,2024-12-30,,,,,,
2474C75B-7C36-443D-AA0D-E58A17F0DF77,wyn5EAAAQBAJ,,9781805330653,Weights and Measures,,"Roth, Joseph",112,,Steerforth Press,"“An absorbing, dark, beautifully written” novel on the dissolution of the Austro-Hungarian Empire “written with the melancholy wit and grace of Gogol” (New Statesman, The Times)

This deeply moving, deeply philosophical story set in Ukraine touches on timeless themes of uprooted identity, destiny, and loneliness

Widely praised and rarely available in English, Weights and Measures builds on Roth's most famous work, The Radetzky March. Among his final works, this fable about the disintegration of a good man transports us back in time to Eastern Europe’s borderlands in the early 20th century.

In this haunting and poetic novel, scrupulous artillery officer Anselm Eibenschütz is persuaded by his wife to leave behind his job as an artilleryman in the Austro-Hungarian army and take up a civilian post as Inspector of Weights and Measures in a secluded territory near the Russian border. Once there, his discipline and quiet dignity begin to dissolve as he encounters a shadowy world of smugglers, fugitives, and runaways.

A deeply felt commentary on the dissolution of the Austro-Hungarian Empire, Weights and Measures registers on both a historical and personal level to portray the slow capitulation of a good man to insidious small-time corruption and to his own destructive passion.

Part of the Pushkin Press Classics series: outstanding classic storytelling from around the world, in a stylishly original series design. From newly rediscovered gems to fresh translations of the world’s greatest authors, this series includes such authors as Stefan Zweig, Hermann Hesse, Ryūnosuke Akutagawa and Gaito Gazdanov.",20th Century; Fiction; Germany; Literary; Political; World Literature,en,2025-01-02,,2025-01-04,,,,,,
32F62125-9593-421F-B044-6FC0BAFCB107,aYXeEAAAQBAJ,,9780593802335,Question 7,,"Flanagan, Richard",288,,Knopf Doubleday Publishing Group,"THE WASHINGTON POST'S TOP TEN NOTABLE BOOKS OF THE YEAR • WINNER OF THE BAILLIE GIFFORD PRIZE • SHORTLISTED FOR PRIX FÉMINA ETRANGER • LONGLISTED FOR PRIX MÉDICIS • An exquisite, genre-defying new book from the Booker Prize–winning author of The Narrow Road to the Deep North, a reckoning with his life and family, and the role of fiction in our times

""Spectacular. . . A book that will have an overwhelming effect on readers.” —Colm Tóibín, author of Long Island

Sometimes I wonder why we keep returning to beginnings—why we seek the single thread we might pull to unravel the tapestry we call our life...

By way of H. G. Wells and Rebecca West’s affair through 1930s nuclear physics to Flanagan's father working as a slave laborer near Hiroshima when the atom bomb is dropped, this daisy chain of events reaches fission when Flanagan as a young man finds himself trapped in a rapid on a wild river not knowing if he is to live or to die.

At once a love song to his island home and to his parents, this hypnotic melding of dream, history, place and memory is about how our lives so often arise out of the stories of others and the stories we invent about ourselves.",Australia & New Zealand; Biography & Autobiography; History; Pacific Theater; Personal Memoirs; Wars & Conflicts; World War II,en,2025-01-04,,2025-01-05,,,,,,
C8319A32-4EFC-4C68-A1C0-7B69F6685DEA,xhUyEBmeQDgC,,9781466804821,2666,A Novel,"Bolaño, Roberto",912,,"Farrar, Straus and Giroux","A NATIONAL BOOK CRITICS CIRCLE AWARD WINNER

THE POSTHUMOUS MASTERWORK FROM ""ONE OF THE GREATEST AND MOST INFLUENTIAL MODERN WRITERS"" (JAMES WOOD, THE NEW YORK TIMES BOOK REVIEW)

Composed in the last years of Roberto Bolaño's life, 2666 was greeted across Europe and Latin America as his highest achievement, surpassing even his previous work in its strangeness, beauty, and scope. Its throng of unforgettable characters includes academics and convicts, an American sportswriter, an elusive German novelist, and a teenage student and her widowed, mentally unstable father. Their lives intersect in the urban sprawl of SantaTeresa—a fictional Juárez—on the U.S.-Mexico border, where hundreds of young factory workers, in the novel as in life, have disappeared.",Chile; Fiction; Literary; World Literature,en,2025-01-17,,2025-01-31,,,,,,
4439318E-04BA-4E35-BBBD-A98905FE4B0D,uaYUEQAAQBAJ,,9780593730324,Waste Land,A World in Permanent Crisis,"Kaplan, Robert D.",224,,Random House,"An urgent exploration of a world in constant crisis, where every regional disaster threatens to become a global conflict, with lessons from history that can stop the spiral—from the New York Times bestselling author of The Revenge of Geography

“Provocative and wide-ranging . . . can be read slowly to savour its complexities and historical resonances or in one sitting, as I first read it, compelled by the force of its arguments.”—The Sunday Times (UK)

One of Financial Times’ Most Important Books to Read This Year • One of Foreign Policy’s Most Anticipated Books of the Year

We are entering a new era of global cataclysm in which the world faces a deadly mix of war, climate change, great power rivalry, rapid technological advancement, the end of both monarchy and empire, and countless other dangers. In Waste Land, Robert D. Kaplan, geopolitical expert and author of more than twenty books on world affairs, incisively explains how we got here and where we are going. Kaplan makes a novel argument that the current geopolitical landscape must be considered alongside contemporary social phenomena such as urbanization and digital news media, grounding his ideas in foundational modern works of philosophy, politics, and literature, including the poem from which the title is borrowed, and celebrating a canon of traditionally conservative thinkers, including Alexander Solzhenitsyn, Jeane Kirkpatrick, and many others.

As in many of his books, Kaplan looks to history and literature to inform the present, drawing particular comparisons between today's challenges and the Weimar Republic, the post-World War I democratic German government that fell to Nazism in the 1930s. Just as in Weimar, which faced myriad crises inextricably bound up with global systems, the singular dilemmas of the twenty-first century—pandemic disease, recession, mass migration, the destabilizing effects of large-scale democracy and great power conflicts, and the intimate bonds created by technology—mean that every disaster in one country has the potential to become a global crisis, too. According to Kaplan, the solutions lie in prioritizing order in governing systems, arguing that stability and historic liberalism rather than mass democracy per se will save global populations from an anarchic future.

Waste Land is a bracing glimpse into a future defined by the connections afforded by technology but with remarkable parallels to the past. Just as it did in Weimar, Kaplan fears the situation may be spiraling out of our control—unless our leaders act first.",Europe; Geopolitics; Germany; History; International Relations; Political Science,en,2025-02-01,,2025-02-02,,,,,,
1ADBA140-66A2-4AAF-9FF6-3858E6FBDDF3,mKBOehKRx1kC,,9780544133402,If On A Winter's Night A Traveler,,"Calvino, Italo",272,,HarperCollins,"""You are about to begin reading Italo Calvino's new novel...Relax. Concentrate. Dispel every other thought. Let the world around you fade."" —from If On A Winter's Night a Traveler

Italo Calvino's stunning classic imagines a novel capable of endless possibilities in an intricately crafted, spellbinding story about writing and reading.

If on a Winter's Night a Traveler is a feat of striking ingenuity and intelligence, exploring how our reading choices can shape and transform our lives. Originally published in 1979, Italo Calvino's singular novel crafted a postmodern narrative like never seen before—offering not one novel but ten, each with a different plot, style, ambience, and author, and each interrupted at a moment of suspense. Together, the stories form a labyrinth of literature known and unknown, alive and extinct, through which two readers pursue the story lines that intrigue them and try to read each other. Deeply profound and surprisingly romantic, this classic is a beautiful meditation on the transformative power of reading and the ways we make meaning in our lives.

""Calvino is a wizard...There is no halting [this book's] metamorphoses."" —New York Times Review of Books",Classics; Fiction; Literary; Suspense; Thrillers,en,2025-02-03,,2025-02-08,,,,,,
789F9BFA-9595-4CEC-9CF8-1AFB8BF5CAD0,mhsJJLrIHZYC,,9780156572040,"Marcovaldo, Or, The Seasons in the City",,"Calvino, Italo",121,,Houghton Mifflin Harcourt,"A charming portrait of one man's dreams and schemes, by ""the greatest Italian writer of the twentieth century"" (Guardian).

In this enchanting book of linked stories, Italo Calvino charts the disastrous schemes of an Italian peasant, an unskilled worker in a drab northern industrial city in the 1950s and '60s, struggling to reconcile his old country habits with his current urban life.

Marcovaldo has a practiced eye for spotting natural beauty and an unquenchable longing for the unspoiled rural world of his imagination. Much to the continuing puzzlement of his wife, his children, his boss, and his neighbors, he chases his dreams and gives rein to his fantasies, whether it's sleeping in the great outdoors on a park bench, following a stray cat, or trying to catch wasps. Unfortunately, the results are never quite what he anticipates.

Spanning from the 1950s to the 1960s, the twenty stories in Marcovaldo are alternately comic and melancholy, farce and fantasy. Throughout, Calvino's unassuming masterpiece ""conveys the sensuous, tangible qualities of life"" (New York Times).

Translated from the Italian by William Weaver.",Classics; Family Life; Fiction; Historical; Literary; Women,en,2025-02-08,,2025-02-08,,,,,,
FA36E7CB-3415-4199-9FC6-355209742426,ONKA_P6agIAC,,9780811216883,Last Evenings on Earth,,"Bolaño, Roberto",219,,New Directions Publishing,"""The melancholy folklore of exile,"" as Roberto Bolaño once put it, pervades these fourteen haunting stories. Bolano's narrators are usually writers grappling with private (and generally unlucky) quests, who typically speak in the first person, as if giving a deposition, like witnesses to a crime. These protagonists tend to take detours and to narrate unresolved efforts. They are characters living in the margins, often coming to pieces, and sometimes, as in a nightmare, in constant flight from something horrid.

In the short story ""Silva the Eye,"" Bolaño writes in the opening sentence: ""It's strange how things happen, Mauricio Silva, known as The Eye, always tried to escape violence, even at the risk of being considered a coward, but the violence, the real violence, can't be escaped, at least not by us, born in Latin America in the 1950s, those of us who were around 20 years old when Salvador Allende died.""

Set in the Chilean exile diaspora of Latin America and Europe, and peopled by Bolaño's beloved ""failed generation,"" the stories of Last Evenings on Earth have appeared in The New Yorker and Grand Street.",Collections & Anthologies; Fiction; Hispanic & Latino; Literary; Romance; Short Stories (single author),en,2025-02-10,,2025-02-14,,,,,,
52F224CF-3FEB-4AF2-AEAD-85E3AFC17AEB,rrdJaOdC8rYC,,9780811220569,Nazi Literature in the Americas,,"Bolaño, Roberto",240,,New Directions Publishing,"A ""biographical dictionary"" gathering 30 brief accounts of poets, novelists and editors (all fictional) who espouse fascist or extremely right-wing political views.

Nazi Literature in the Americas was the first of Roberto Bolaño's books to reach a wide public. When it was published by Seix Barral in 1996, critics in Spain were quick to recognize the arrival of an important new talent. The book presents itself as a biographical dictionary of American writers who flirted with or espoused extreme right-wing ideologies in the twentieth and twenty-first centuries. It is a tour de force of black humor and imaginary erudition.

Nazi Literature in the Americas is composed of short biographies, including descriptions of the writers' works, plus an epilogue (""for Monsters""), which includes even briefer biographies of persons mentioned in passing. All of the writers are imaginary, although they are all carefully and credibly situated in real literary worlds. Ernesto Pérez Masón, for example, in the sample included here, is an imaginary member of the real Orígenes group in Cuba, and his farcical clashes with José Lezama Lima recall stories about the spats between Lezama Lima and Virgilio Piñera, as recounted in Guillermo Cabrera Infante's Mea Cuba. The origins of the imaginary writers are diverse. Authors from twelve different countries are included. The countries with the most representatives are Argentina (8) and the USA (7).",Caribbean & Latin American; Classics; Fiction; Hispanic & Latino; Literary; Literary Collections,en,2025-02-15,,2025-02-16,,,,,,
457B1B1D-99C5-4893-8C03-D19D8E9038C6,oEOoDwAAQBAJ,,,The Meaning of Hitler,,"Haffner, Sebastian",104,,Plunkett Lake Press,"In this succinct, fact-based, insightful analysis of Hitler and his impact on the world, Sebastian Haffner displays his skills as a first-class journalist and a student of German and modern European history. A keen psychologist, he describes the man, the politician, the ideologue, the military leader, the mass-murderer, and ultimately the traitor to his own (adopted) country.







“Mr Haffner ... has exposed better, and more briefly, than anyone else the clockwork of that infernal machine” — Gordon Brook-Shepherd, Sunday Telegraph




“Lucid, informative and provocative.” — Golo Mann, Der Spiegel




“Nothing I have read on the Third Reich has been as valuable as Sebastian Haffner’s Meaning of Hitler” — Manfred Rommel, Stuttgarter Nachrichten




“a stimulating book, brilliant and rich in ideas; in short a masterpiece of historical essay writing.” — Joachim Fest, Frankfurter Allgemeine Zeitung




“This study ... deserves the highest praise. There is nothing of this brevity and depth to inform the younger generation and give those who lived through the era food for thought.” — Peter Diehl-Thiele, Süddeutsche Zeitung




“He circumnavigates the Hitler phenomenon in order to illuminate it from seven different viewpoints, and that in under 200 lucid and precise pages without assuming any prior knowledge.” — Peter Graf Kielmansegg, Münchner Merkur




“not one more biography but an analysis - a most penetrating analysis - of what Hitler was up to in his astonishing career” — A.L. Rowse




“Sebastian Haffner’s book already has received recognition ... as perhaps the best that has dealt with the phenomenon of Hitler and his impact on the 20th century. It is better than Trevor-Roper’s best-seller, The Last Days of Hitler ... a most penetrating analysis of what Hitler was up to in his astonishing career.” — The New Republic




“Tough-minded evaluation of Hitler’s career ... That this book was a best-seller in Germany [43 weeks] indicates that Haffner’s countrymen welcomed this compact, lucid, hard-headed reexamination of contemporary history.” — Publishers Weekly




“Until [1991], as Sebastian Haffner wrote in his short, matchless book The Meaning of Hitler (1978), we had been living in the Europe which Hitler created for us: the split continent and the mutilated, divided Germany.” — Neal Ascherson, The Observer",Biography & Autobiography; Europe; Fascism & Totalitarianism; Germany; History; Political Ideologies; Political Science; Presidents & Heads of State,en,2025-02-16,,2025-02-16,,,,,,
FD41843B-7DFC-472B-8436-B11585C02190,mfoF_XrVfJkC,,9780156627801,Mister Palomar,,"Calvino, Italo",130,,Houghton Mifflin Harcourt,"Like the space telescope that shares his name, Mr. Palomar is a dedicated watcher -- a seeker of the cosmic as it relates to the commonplace. Whether contemplating the movement of stars and planets from his apartment terrace in Rome, the wheeze of a mating tortoise in a scenic Tuscan garden, or the mysteries of a fine Parisian cheese, the eponymous philosopher postmarks his travels with a series of meditations at once bright with curiosity and burdened by the limits of human perception. In lieu of a grand epiphany, the humor in Mr. Palomar's failure and frustration is the reader's reward.",American; Eastern; Europe (General); European; Fiction; French; German; Italy; Literary; Literary Collections; Scandinavian; Women; Women Authors; World Literature,en,2025-02-15,,2025-02-19,,,,,,
18A010D7-97A8-4D20-A9EC-EB911CF9DB0A,2jGgDwAAQBAJ,,9781782271031,Montaigne,,"Zweig, Stefan",160,,Steerforth Press,"A brilliant and impassioned biography of one of the founding fathers of humanism, from one of its greatest defenders in the 20th century

Written during the Second World War, Zweig's typically passionate and readable biography of Michel de Montaigne, is also a heartfelt argument for the importance of intellectual freedom, tolerance and humanism. Zweig draws strong parallels between Montaigne's age, when Europe was torn in two by conflict between Catholicism and Protestantism, and his own, in which the twin fanaticisms of Fascism and Communism were on the verge of destroying the pan-continental liberal culture he was born into, and loved dearly. Just as Montaigne sought to remain aloof from the factionalism of his day, so Zweig tried to the last to defend his freedom of thought, and argue for peace and compromise.

One of the final works Zweig wrote before his suicide, this is both a brilliantly impassioned portrait of a great mind, and a moving plea for tolerance in a world ruled by cruelty.",Biography & Autobiography; Europe; European; French; History; Literary Criticism; Philosophers; Renaissance,en,2025-02-19,,2025-02-21,,,,,,
934EF1A7-FB7D-40A5-BB9F-F04FBA941F00,rrb3dPL54pYC,,9780811215473,By Night in Chile,,"Bolaño, Roberto",130,,New Directions Publishing,"A deathbed confession revolving around Opus Dei and Pinochet, By Night in Chile pours out the self-justifying dark memories of the Jesuit priest Father Urrutia.

As through a crack in the wall, By Night in Chile's single night-long rant provides a terrifying, clandestine view of the strange bedfellows of Church and State in Chile. This wild, eerily compact novel—Roberto Bolano's first work available in English—recounts the tale of a poor boy who wanted to be a poet, but ends up a half-hearted Jesuit priest and a conservative literary critic, a sort of lap dog to the rich and powerful cultural elite, in whose villas he encounters Pablo Neruda and Ernst Junger. Father Urrutia is offered a tour of Europe by agents of Opus Dei (to study ""the disintegration of the churches,"" a journey into realms of the surreal); and ensnared by this plum, he is next assigned—after the destruction of Allende—the secret, never-to-be-disclosed job of teaching Pinochet, at night, all about Marxism, so the junta generals can know their enemy. Soon, searingly, his memories go from bad to worse. Heart-stopping and hypnotic, By Night in Chile marks the American debut of an astonishing writer.",Chile; Classics; Fiction; Historical; Literary; Mexico; Political; Psychological; World Literature,en,2025-03-03,,2025-03-08,,,,,,
577786D3-3D16-43C1-9517-1743CAB7328D,fQsrWfTU-agC,,9780684838526,The Universe Below,Discovering the Secrets of the Deep Sea,"Broad, William J",432,,Simon and Schuster,"Pulitzer Prize winner William J. Broad takes us on an adventure to the planet's last and most exotic frontier -- the depths of the sea. The Universe Below examines how we are illuminating its dark recesses as a wave of advanced technology quietly opens the Earth's largest and most mysterious environment.
Broad takes us on breathtaking dives and expeditions -- to the Azores, to the Titanic, to hot springs teeming with bizarre life, to icy fissures aswarm with gulper eels, vampire squids, and gelatinous beasts longer than a city bus. We meet legendary explorers and researchers and go with them as they probe the ancient mysteries of a universe that encompasses the vast majority of the Earth's habitable space and holds millions of humanity's lost artworks and treasures.
The Universe Below is an unforgettable trip to our last great unexplored frontier.",Animals; Earth Sciences; Marine Life; Nature; Oceanography; Reference; Science,en,2025-03-08,,2025-03-30,,,,,,
F263C55A-3E3A-442B-A40B-33465DF963FB,GzaOEAAAQBAJ,,9780593329238,Dead in the Water,"A True Story of Hijacking, Murder, and a Global Maritime Conspiracy","Campbell, Matthew; Chellel, Kit",288,,Penguin Publishing Group,"Shortlisted for the Financial Times Business Book of the Year Award

“A triumph of investigative journalism.” —Tom Wright, New York Times bestselling coauthor of Billion Dollar Whale

""Truly one of the most nail-biting, page-turning, terrifying true-crime books I've ever read."" —Nick Bilton, New York Times bestselling author of American Kingpin

From award-winning journalists Matthew Campbell and Kit Chellel, the gripping, true-crime story of a notorious maritime hijacking at the heart of a massive conspiracy—and the unsolved murder that threatened to unravel it all.

In July 2011, the oil tanker Brillante Virtuoso was drifting through the treacherous Gulf of Aden when a crew of pirates attacked and set her ablaze in a devastating explosion. But when David Mockett, a maritime surveyor working for Lloyd’s of London, inspected the damaged vessel, he was left with more questions than answers. How had the pirates gotten aboard so easily? And if they wanted to steal the ship and bargain for its return, then why did they destroy it? The questions didn’t add up—and Mockett would never answer them. Soon after his inspection, David Mockett was murdered.

Dead in the Water is a shocking expose of the criminal inner workings of international shipping, told through the lens of the Brillante hijacking and its aftermath. Through first-hand accounts of those who lived it—from members of the ship’s crew and witnesses to the attacks, to the ex-London detectives turned private investigators seeking to solve Mockett’s murder and bring justice to his family—award-winning Bloomberg reporters Matthew Campbell and Kit Chellel piece together the astounding truth behind one of the most brazen financial frauds in history.

The ambitious culmination of more than four years of reporting, Dead in the Water uncovers an intricate web of conspiracy amidst the lawless, old-world industry at the backbone of our new global economy.",Biography & Autobiography; Business & Economics; Criminals & Outlaws; International; Organized Crime; True Crime,en,2025-03-31,,2025-04-03,,,,,,
522187DA-5687-4326-9285-775BAD94A9D5,t0v7jxGuSh4C,,9780140152746,Mao II,A Novel,"DeLillo, Don",256,,Penguin,"WINNER OF THE PEN/FAULKNER AWARD • A profound novel about art, terror, masses, and the individual, from the National Book Award–winning author of White Noise, “one of the most ironic, intelligent, grimly funny voices to comment on life in present-day America” (The New York Times)

“This novel’s a beauty. A vision as bold and a voice as eloquent and morally focused as any in American writing.”—Thomas Pynchon

Bill Gray, a famous, reclusive novelist, emerges from his isolation when he becomes the key figure in an event staged to force the release of a poet hostage in Beirut. As Bill enters the world of political violence, a nightscape of Semtex explosives and hostages locked in basement rooms, his dangerous passage leaves two people stranded: his brilliant, fixated assistant, Scott, and the strange young woman who is Scott’s lover—and Bill’s.

An extraordinary novel about words and images, novelists and terrorists, the mass mind and the arch-individualist, Mao II is the work of an ingenious writer at the height of his powers.",Fiction; Literary; Psychological; Visionary & Metaphysical,en,2025-04-06,,2025-04-20,,,,,,
6352DD41-249F-4B21-9286-3ED54025F337,C9hjAAAAMAAJ,,9780395860212,American Pastoral,,"Roth, Philip",423,,Houghton Mifflin,"Seymour ""Swede"" Levov - a legendary high school athlete, a devoted family man, a hard worker, the prosperous inheritor of his father's Newark glove factory - comes of age in thriving, triumphant postwar America. But everything he loves is lost when the country begins to run amok in the turbulent 1960s. Not even the most private, well-intentioned citizens, it seems, gets to sidestep the sweep of history. American Pastoral is the story of a fortunate American's rise and fall - of a strong, confident master of social equilibrium overwhelmed by the forces of social disorder. For the Swede is not allowed to stay forever blissful inside the beloved hundred-and-seventy-year-old stone farmhouse, in rural Old Rimrock, where he lives with his pretty wife - the college sweetheart who was Miss New Jersey of 1949 - and the lively, precocious daughter who is the apple of his eye. The apple of his eye, that is, until she grows up to be a revolutionary terrorist bent on destroying her father's paradise. American Pastoral presents a vivid portrait of how the innocence of Swede Levov is swept away by the times - of how everything industriously created by his family in America over three generations is left in a shambles by the explosion of a bomb in his own bucolic backyard.",,en,2025-04-21,,2025-04-26,,,,,,
